,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
27,gp:AOqpTOF36EeIbtplGIDb3kZzJskr6E2Y2bT1nl6qqK-uN8TNGDdZCbchHQ0ePP7VoxQ-8ip970PMWqgYuyhbEQ,Melly Budiarti,https://play-lh.googleusercontent.com/a-/AOh14Gg5Tiu_gmxO5wL75ppZLCy2TD9FI5lbiLOYU3m0lQ,"Maaf min, sim C saya habis tgl 5 mei, saya sudah melakukan tes dan hasilnya lulus, dan saya sudah melakukan pembayaran, namun di aplikasi belu juga persentasenya naik ke pembayaran kalaw sim saya gak di kirim kirim berarti gmana dong saya, yermasuknya bikin sim baru atau gmana min? Mohon pencerahannya",3,2,1.1.2004,2021-05-06 8:38:35,,
28,gp:AOqpTOH3U3_k-vHY_E5BRTMUOQFB2M3wwW6uj3dZ8X4tDdL1TP4b5TuOHz9UhbNvYHDy5go7cTVQug55N8zIYQ,Wahyu NR,https://play-lh.googleusercontent.com/a-/AOh14Gh4aMuY1dlKIOPgO8L9gz2Gk0TXfn6xdRIDn6ftTA,7l,4,0,1.1.2001,2021-05-06 8:35:39,,
29,gp:AOqpTOHjtVC_a5UZ5SGlWYoNP-mg1PwUwRWbBwS1kZWBidleBoq3b3HLu-juUKPPoeHopogL73-F2RVQUNie_w,Adi Liambo,https://play-lh.googleusercontent.com/a-/AOh14GhwW_vDmOYIvltno2-l6b4uRlc_TGUjFxGh6r4b,Sangat Baik Dan Membantu Serta Mempermudah Masyarakat Dalam Mengurus SIM,5,0,1.1.2004,2021-05-06 8:30:24,,
30,gp:AOqpTOHYzXBClPDwSRF_dszq4ASxoEvsdKuiuW5_nxh9CaPOxJMl7tMypfyvZKlu_288YIeyN7oWe83mYAj0xA,Maz Kris,https://play-lh.googleusercontent.com/a-/AOh14GjMWEZCOhk6AUtztYxpvNhioQhCZmj5rfc3aj418g,"Dalam kondisi pandemi sekarang, aplikasi seperti ini sengat bermanfaat dan diperlukan, untung mengurangi penyebaran corona19. Secepatnya fitur yang ada di buka admin, saya mengharapkan fitur pendaftaran AIM baru cepat dibuka...",5,0,1.1.2004,2021-05-06 8:11:28,,
31,gp:AOqpTOFukIXxzKS_g5Ohx3XF1okBW09AwPeuO5YR0HYzZ-ZzuQTUkyXZU6V74AC8FeSgJjxEAgygqTDhOHy-fw,Hendra_Mozza,https://play-lh.googleusercontent.com/a/AATXAJwn2SRYOXDlh9uV8ryS-TkA9Shh6OQU2zY6LXZX=mo,"Selamat siang..tadi saya konfirmasi ke satpas terdekat (purwokerto, banyumas, jawa tengah), jawaban nya yaitu tetap harus mengurus permohonan perpanjang SIM C secara langsung/off line karena satpas banyumas blm terdaftar jg di aplikasi, jumat bsk tgl 7 mei bsk mau saya urus daripada telat lewat tgl 9 mei..dan mohon pembayaran yg sdh saya transfer ke digital korlantas polri utk segera dikembalikan secepatnya & proses SIM online di cancel saja..terimakasih",1,5,1.1.2004,2021-05-06 8:08:42,"Mohon maaf atas ketidaknyamannya. Silahkan mengupdate aplikasi Digital Korlantas POLRI Anda dan mencobanya kembali secara berkala dan pastikan sinyal atau jaringan dalam kondisi yang baik. Apabila masih ada isu, silahkan mengunjungi website https://www.digitalkorlantas.id/. Korlantas POLRI akan meningkatkan kualitas aplikasi ini. Terima kasih.
",2021-05-05 2:59:47
32,gp:AOqpTOHQmfR4BRfBgeEuNVNWMPfBfVZQ1kpjjzK80SWwTZVjtgzbrPaXMxqDfFyFJabJAQ446vAc7YXmOYAOXA,Henry Andrianto,https://play-lh.googleusercontent.com/a/AATXAJyhXm23f2qIRHPIgzGZQBJNBcavApNV7_GXqQ_M=mo,Sangat sangat membantu di saat pandemi seperti ini.. apalagi domisili dan alamat di KTP masih beda.. Semoga kedepannya makin ditambah lagi untuk pembagian SATPASnya..,5,0,1.1.2001,2021-05-06 7:59:30,,
33,gp:AOqpTOGQF7QdVi6BeAq04OFA5Hey8MN2vCxyy5E5XibzR1Uv916BD7mSwl9o1yik8oGaTyK7AoGPA2UsAVxm9Q,Eky Surya,https://play-lh.googleusercontent.com/a/AATXAJwfEhQR_lbjXn-l45bHM5TAEFk_VVkL1QkIz03V=mo,sdh sangat membantu tapi lebih diperbaiki jejaringnya🙏🙏🙏🙏🙏,5,0,1.1.2004,2021-05-06 7:46:45,,
34,gp:AOqpTOFflli6gUueeYESbO8HXTkqbcvFMcptbXxsWLzGkBEzzDO0q5cZcY-mUPmtxoR_hx466h4M0NwsIfREog,Urfan Afiv,https://play-lh.googleusercontent.com/a-/AOh14Gg7xWb7prds4M8zVL3suwbeysX_StSIA8Gvp6zw,"cuman bisa provinsi dki dan jatim, gimana ni, udah terlanjur bayar psikotest",1,0,1.1.2001,2021-05-06 7:40:25,,
35,gp:AOqpTOFMYp0LW_WL_qQ1WLgzEPwFiH8ofP5YnEsWcIod0pMDEgqkxUMXbTO1uf2iy13-8APkzwWjdVXo-oe-7Q,Novi Anti,https://play-lh.googleusercontent.com/a/AATXAJxBAth_hJTfLUmcTG5Yy6fmakBelhY9BEwoBHxS=mo,"Seumpama SIM ga kebawa,terus nunjukin aplikasi ini,apa bisa sebagai pengganti SIM?",4,0,1.1.2001,2021-05-06 7:38:41,,
36,gp:AOqpTOGSa7W_OyqyUDnBe8q5xW7d6U7asH7AEtSvnmj9KujQlKFIKYq7T1rwsB2YGmTUOVvdN6GY19orgDkqTg,Tintin Sumartini,https://play-lh.googleusercontent.com/a-/AOh14Gie6nhz1lXYhNtF42c4icuqSI2EY9tu1VD_iJGbbQ,Alhamdulillah sim nya sudah smpe rumah..Sangat membantu... Ga harus keluar. cukup d rumah saja tinggal tunggu pak pos dateng...,5,0,1.1.2004,2021-05-06 7:36:57,,
37,gp:AOqpTOEydJHhbAeUCnEC63z1CG0jEwXovCRXGM-NXZUJP3sw9GtRKLFHV52-hBLfqM8OnbUpeyTIUBNtzx0p5g,Udie Sebastian,https://play-lh.googleusercontent.com/a-/AOh14GgKaDBmkFLwmZeo17823-r3IJSWArdWfiSFeDTZ,Bagus,5,0,1.1.2001,2021-05-06 7:23:50,,
38,gp:AOqpTOEmt9gU-yZyAHoJEyQCWbh7qas0xWtPGxTEmsbMwZDMh3JCdwtzcEAXFOIZ-lv1922v8VMdfH0gipiNkw,siti nur aisyah,https://play-lh.googleusercontent.com/a/AATXAJx_yBXOXMX3JJNxoqltiYpObENGu7UVjAVkwsjz=mo,"Saya suda mencoba sudah smpai tahap bayar dan udh 40% semoga aja bisa segera diproses yaa , sim saya habis 14 mei nanti , saya ga ada waktu buat perpanjangan ke satpas terdekat",4,0,1.1.2004,2021-05-06 7:21:28,,
39,gp:AOqpTOEVN0oA6LmcKZO2HzlOUk3Sk4Y3SGRYi5YkrMavqHJOHeerfAuzjiPaGDlzm2zV398ALgVrOEFlcljm5Q,yonny ahmad ismail,https://play-lh.googleusercontent.com/a-/AOh14GgyVMGEGGcSO_FqNiLB-hzw0CJB_I8Ei0dOOhsh,"Tidak bisa verifikasi foto, tidak bisa simpan data sim, aplikasi tidak bisa digunakan. Uang rakyat digunakan untuk develop aplikasi gagal dan parahnya sudah dilaunching.",1,0,1.1.2004,2021-05-06 7:20:49,,
40,gp:AOqpTOFmimgDLqyRbP3jMM8NvkZmxQEiGZFZSzYFu9i3jcjYoCTEgjHFartolWCsLh7N5H5At4-QmuELnDaSPg,wolter Sampingan,https://play-lh.googleusercontent.com/a-/AOh14GhacI_oJagcoiPutSNFXs1mkgvkKwpLYqFPHLvU,mengapa menu untuk pembuatan SIM baru belum bisa diakses ya...?,3,0,,2021-05-06 7:19:29,Terima kasih atas review yang diberikan. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.,2021-05-03 2:44:18
41,gp:AOqpTOG1HbB3JXFTrizjZsNbW3d-OyW1lgp-Q41LAndWSliIW6d_-F2BslRPMZnx9Z6PCP9SO9E15V3Q8AYlTg,Hendra irvan,https://play-lh.googleusercontent.com/a-/AOh14Gg5VvQXaUkpNH8UZogtflxjWYV7za0uVMxFY07qRw,Noob,1,0,1.1.2004,2021-05-06 7:17:18,,
42,gp:AOqpTOFsgok8bGLQNWne2D_tS4ntPWp9zPNW-EXuzAdfqpWXP5Hl8twfjjqQwdD-JngpGYcBJd4z-b3de7B_2Q,DANI HAMDANI,https://play-lh.googleusercontent.com/a-/AOh14GgyEaWP522BbNvqSBjRkpGiRYqGky69zuSrtXVSXw,Mantap,5,0,1.1.2000,2021-05-06 7:15:03,,
43,gp:AOqpTOFM8E20vSCFo4UMudM871HQ7ZK2CQiNWq4FnOiYgpAnBUUj4AfN3tgUAWNvbEzVobF9V7mEsMSG-aH2DQ,Rizky Nazia Muhandis,https://play-lh.googleusercontent.com/a-/AOh14Gi6uPwarkmSTJ7pCX4i2PJjLtKtoxmWIeZPh5b9zA,"Ikuti langkah demi langkah dengan baik, pastikan akses internet bagus, saran saya lakukan prosesnya di tengah malam, kemudian jangan terlalu mepet dengan jatuh tempo masa berlaku SIM. Alhamdulillah saya berhasil dan mendapatkan THR dari Digital Korlantas berupa SIM baru.🙏🙏 Saya kira aplikasi ini perlu kita dukung, karena sedikit banyak terobosan yang dilakukan korlantas ini juga memberantas praktik2 percaloan dan KKN. Kedepan aplikasi ini saya harap makin baik. #keselamatan untuk kemanusiaan",5,2,1.1.2004,2021-05-06 7:08:50,,
44,gp:AOqpTOFkZRNACoqy7EcgKJ21zcxbEa44jvATAiKsQHa9JEWjToW7zRPc_kyRhvktI_uSF3PysrL0YfwGqKL3UQ,Bayu Prasetyo,https://play-lh.googleusercontent.com/a-/AOh14GgX1lbkB-nAjV9ftjAnXIQ4oYD6ToR5hF7yF4Rxwg,Mantap betul mantul,5,0,1.1.2004,2021-05-06 7:01:44,,
45,gp:AOqpTOFg2lBNR7qYl8GwVv0dZ1c_qNn2ON5VFqT11bMT4IRQuNPQvNkWPDWVEL8NkwjD_c8jIAEQt-V4BLZ8GA,Pandu Gita,https://play-lh.googleusercontent.com/a-/AOh14GiajA8eLGYXHZSwX786bNBUXapM1GcHZH9hfFS39n4,Saya mau bikin sim tapi d aplikasi Kok pembuatan sim belum tersedia ya min??,1,0,1.1.2004,2021-05-06 6:57:44,,
46,gp:AOqpTOFlZeVKrRJWjaEWKwSEPN5AMv83w-I1-5wie1vLLCY_wtJ7JtFGBdFo03BoArn7YXelH5FgAxmkvcvoAA,cupet wae,https://play-lh.googleusercontent.com/a-/AOh14GgwayJgC45USILz_PojuBzNgH4-Ij5QI-SIh_k0,Mempermudah masyarakat Indonesia tentunnya . Dan anti PungLi,5,0,1.1.2001,2021-05-06 6:54:29,,
47,gp:AOqpTOGC6IIifbbR-VN7BBhMSvge6Ku7sxvl4kJwt6NbgynAFiKPm6LgvOmd5fYfqjrozB1ukDr8IxvNS5YyLA,Bumuzanah Store,https://play-lh.googleusercontent.com/a/AATXAJxCIwZkH2Ay7MrHiaxRRT7qUvb041WJqsRVjLqu=mo,"Alhamduillah....apikasi yang sangat membantu ditengah pandemi hanya duduk dirumah, SIM perpanjanganudah terkirim.. trimakasih polri yg telah mempermudah dalam pengurusan, semoga aplikasi ini dpt lebih berkembang lagi....",5,0,1.1.2004,2021-05-06 6:52:00,,
48,gp:AOqpTOEoR6taram1Gqkr2szz4zuAZ_28D1diuJQEneHRSomrmyv4dUyoXsEKh8RPz8iRxVSV0zS9NfrZfglrGQ,IAS Chanel,https://play-lh.googleusercontent.com/a-/AOh14Gjqa6mtsgsubh_HrE6qfQ-vcaEljwhzJXtoZwkw,Perlu bersabar perpanjang dengan aplikasi ini....Alhamdulillah....1 minggu SIM C istri saya jadi....tinggal nunggu dikirim...mudah sambil tiduran dirumah tidak report antri....dan murah....tks POLRI,5,0,1.1.2001,2021-05-06 6:49:49,,
49,gp:AOqpTOGc4LqSMdxHeksywndMpsAj-1CVWOw17ru_pFStodCPiYPEVfdPH4RmlR4A3HwDAvDxy9xz2_ii5dDwAg,Okasajo Aghnia,https://play-lh.googleusercontent.com/a-/AOh14GgvGworqrDQVsqxpX_T9d0z3XFoyQlAODpYFPu65g,"majuu teruss gann, chaiyoo",5,0,1.1.2004,2021-05-06 6:44:58,,
50,gp:AOqpTOEelrphwEvmfVF2G4M-5hnwPxHyeZY94XiJjDt4pJ1CFwhwQvVL8iVD00sQUMqzw4BN4abb9VZhUyjfpw,Akhmad Cendi Muslim,https://play-lh.googleusercontent.com/a/AATXAJyTlOEtmtm0Y6EOMZ7J8sJESCAMj5zgyQmtGykg=mo,Kenapa saat verifikasi ktp atau wajah selalu gagal ? Padahal saya sudah mengikuti arahan. Mohon untuk bantuan nya.,1,0,1.1.2004,2021-05-06 6:37:01,,
51,gp:AOqpTOHSEzBp5bnIkB3o8A-Su8BdhXM9k-MuEe6AucNzZ_En1QxTLQ0T_xcP5T_CQFvpCeZ5xnJIlQl_WXpIcA,Gias AdityaS,https://play-lh.googleusercontent.com/a-/AOh14GhzrY6Jw6KKWNk2by-5qOZP6p83nr1TzIjDh8uCzQ,Ok,5,0,1.1.2001,2021-05-06 6:34:50,,
52,gp:AOqpTOEgjykF7KiywhdI7HYwEMstXV34U744elY1c8mScCx2xXoTDzrGERQrpHBTPs1rswirWFN5SrmbRMRSnw,Andri Yuniar,https://play-lh.googleusercontent.com/a-/AOh14GiuJELPmxZIgRkKDW-ZUfvYszs4UDzrRt0nXqEv,Ok optimal,5,0,1.1.2001,2021-05-06 6:34:24,,
53,gp:AOqpTOEG3nIHTbhrhqgcH1qmN-zt8mqhcPVNCp3SJjjszRte11dECYqvdUlCN5L2Y5CHkcX_ZMxKtBx5AhcC3A,KEVIN CHANNEL,https://play-lh.googleusercontent.com/a/AATXAJwx7octsBGNMIR9-EX8zv9rR2r8x6O7e5SiNEOH=mo,"Perlu banyak perbaikan, tapi so far cukup membantu dan bermanfaat sekali aplikasinya..",4,0,1.1.2004,2021-05-06 6:34:01,,
